Gene_name	Cilia_comments	Cilium_comments	Centrosome_comments	Flagella_comments	Flagellum_comments	Cilia	Cilium	Centrosome	Flagella	Flagellum
TRIM60	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SEC24C	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FMR1NB	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SMCR8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MTHFR	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
DEFB104B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C19orf18	Ciliated cells - Cilium assembly	Ciliated cells - Cilium assembly	NA	NA	Spermatids - Flagellum & Golgi organization	YES	YES	NO	NO	YES
DEAF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MTX3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM80	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SIX5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IFNW1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FBXO46	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZDHHC13	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC38A9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ACER2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
WDR73	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
POLE	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PHETA2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SCN4B	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
DSCAML1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RHOG	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EPS8L2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZDHHC22	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ANO6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZBTB34	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM9B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CETN1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NUDT4B	Strong staining was observed in luminal membranes of ciliated cells in fallopian tube and respiratory epithelia. Most other normal cell types showed weak to moderate cytoplasmic and in several cases additional nuclear positivity.	NA	NA	NA	NA	YES	NO	NO	NO	NO
FAM210A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR2T35	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TALDO1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ULK1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR14C36	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RIMKLA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CLVS1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR2M7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RPS6KA3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
B3GNT8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PUS1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CHD9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR2T12	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPACA4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR2T33	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GATD1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRIM72	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MAN1B1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
DEFB103B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DEFB4B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KCNA3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR2AJ1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FZD8	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
GJD4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FBXO39	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CLDN22	Endometrial ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
KCNA2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TOP3A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CASKIN2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZBTB38	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BEND2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CCDC71	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C10orf71	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LRRN4CL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TIMM22	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HIC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PPFIA3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MAGEF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
UMODL1	Endometrial ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
SAMD9L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
UBE2U	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PAWR	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TGIF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MIEF2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NAP1L5	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
NIM1K	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CD19	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ERICH5	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Endometrial ciliated cells,Respiratory ciliated cells,Islets of Langerhans and intercalated ducts in pancreas exhibited strong cytoplasmic positivity. Bile duct cells, urothelial cells and stomach were moderately stained. Ciliated cells of respiratory epithelia and fallopian tube were distinctly stained.  Remaining normal tissues were weakly stained or negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Moderate, granular cytoplasmic positivity was observed in gastrointestinal glands, exocrine pancreas, testis, prostate and Purkinje cells. Squamous epithelial cells showed weak to moderate membranous staining. Cilia in bronchus and fallopian tube were distinctly stained. Remaining normal tissues were weakly stained or negative.,Cilia in bronchus and fallopian tube were strongly stained. Remaining normal tissues exhibited weak nuclear positivity or were negative.	Cytoplasmic expression in gastrointestinal mucosa and cilium in fallopian tube and respiratory tract.	NA	NA	NA	YES	YES	NO	NO	NO
OR2T8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NR2C2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GPR4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ACOT4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OLIG3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CAVIN1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR2G3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ARIH2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RBM44	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZBTB33	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR2G2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZBED2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
VCX2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IRX3	Endometrial ciliated cells,Respiratory ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
ST8SIA3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RPRM	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR2B11	Respiratory ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
SLC25A22	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RABEP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NHLH2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ATOX1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM187B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TBL1XR1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SAMD12	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CD163	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C18orf32	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PIDD1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
ZNF491	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RPLP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HASPIN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
JUN	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CSTF2T	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PGBD5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C12orf54	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GBA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ACAD9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IL17RA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PNPLA2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MBOAT4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TEX44	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AGTRAP	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CD163L1	NA	NA	Mainly localized to the cytosol & centrosome. In addition localized to the nucleoplasm.,centrosome,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
SRRM3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
THAP5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DEFB114	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CRACR2B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SUMO4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MAGEB10	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DNAJC28	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR4F4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NAALADL2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CD151	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
POLR2L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM20C	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NECTIN3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC35G5	NA	NA	NA	NA	Spermatids - Flagellum & Golgi organization	NO	NO	NO	NO	YES
ANXA2R	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM94	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FLII	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SOX12	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HNRNPA0	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
YIPF7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MYOZ1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KCNJ10	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CHID1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PCDHB9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF620	NA	NA	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
ZNF518A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM187	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SVBP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF619	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CCDC184	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AP3S1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GRB2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZBTB41	Most of the normal tissues displayed weak to moderate cytoplasmic and/or nuclear immunoreactivity. Squamous epithelia, ciliated cells, placenta and prostate were strongly stained. Ovaries and lymphoid cells were negative.	NA	NA	NA	NA	YES	NO	NO	NO	NO
UBE2N	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ARL6IP6	NA	NA	centrosome	NA	NA	NO	NO	YES	NO	NO
ZNF354C	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CAPZA3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MAMDC4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ODF3	Strong staining was observed in sperm flagella in testis and epididymis and in cilia in fallopian tube, respiratory epithelium and endometrium. Moderate cytoplasmic and nuclear positivity was observed in glial cells. Remaining tissues were weakly stained or negative.	NA	NA	Cytoplasmic expression in sperm flagella.,Strong staining was observed in sperm flagella in testis and epididymis and in cilia in fallopian tube, respiratory epithelium and endometrium. Moderate cytoplasmic and nuclear positivity was observed in glial cells. Remaining tissues were weakly stained or negative.	Spermatids - Flagellum & Golgi organization	YES	NO	NO	YES	YES
BET1L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RPS27	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RIC8A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IMP3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ASB8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LCN15	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ODF3B	Expression in cilia in fallopian tube and respiratory epithelia.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium organization,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium organization,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
DPY19L2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPATA31E1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C2orf73	Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
GPR150	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TSPYL6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LRRC75B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DMAP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ADAMTSL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CALHM5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IMPDH2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ALS2CL	Respiratory ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
MLF1	Cytoplasmic expression in testis and ciliated cells.,Ciliated cells - Cilium organization,Strong cilia positivity was observed in nasopharynx, bronchus, endometrium and fallopian tube. Additional strong cytoplasmic and nuclear positivity was displayed in testis.	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
NDUFAF3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C2orf69	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
GRAMD1C	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
STAP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HTR3C	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TSSK6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BOLA1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
PDE4DIP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DDX10	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GOLGA8Q	NA	NA	NA	NA	Spermatids - Flagellum & Golgi organization	NO	NO	NO	NO	YES
PPP1R42	Ciliated cells - Cilium organization,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
NDUFV2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DALRD3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF114	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
